Zoznam kandidátov na starostu obce,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poradie na hlasovacom lístku,Meno,Priezvisko,Titul,Vek,Zamestnanie,Politický subjekt,Poznámka
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508250,Šenkvice,3,Peter,Trojna,Mgr.,40,manažér kvality,NEKA,
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508268,Štefanová,1,Marián,Bohuš,,54,nezamestnaný,NEKA,
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508268,Štefanová,2,Viliam,Tekula,,50,starosta,NEKA,
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508268,Štefanová,3,Marek,Zemčík,Ing.,60,riaditeľ,NEKA,
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508306,Viničné,1,Pavel,Galamboš,,46,starosta,"Hlas - sociálna demokracia, SaS",
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508306,Viničné,2,Lucia,Letanovská,"Ing., PhD.",40,referentka stavebného úradu,NEKA,
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508314,Vinosady,1,Vladimír,Čajkovič,,54,invalidný dôchodca,NEKA,
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508314,Vinosady,2,Ivana,Juráčková,Mgr.,48,starostka,NEKA,
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508314,Vinosady,3,Alena,Piovarčiová,,51,živnostníčka,NEKA,
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508322,Vištuk,1,Vladimír,Oravec,Ing.,53,SZČO,SaS,
1,Bratislavský kraj,103,Pezinok,107,Pezinok,508322,Vištuk,2,Mária,Vráblová,Ing.,69,starostka,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507814,Bernolákovo,1,Iva,Pipíšková,Mgr.,55,expertka združenia miest a obcí,"SaS, SPOLU, DS, ŠANCA, ODS - Občianski demokrati Slovenska, KDH",
1,Bratislavský kraj,104,Senec,108,Senec,507814,Bernolákovo,2,Rastislav,Požár,Ing.,47,technický riaditeľ,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507814,Bernolákovo,3,Adam,Šipoš,,45,riaditeľ spoločnosti,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507814,Bernolákovo,4,Miroslav,Turenič,"Bc., MBA, LL.M.",34,starosta obce,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507822,Blatné,1,Jozef,Bagoňa,,38,skladník,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507822,Blatné,2,Monika,Korenčiová,Mgr.,59,manažérka,"NOVA, OKS, Zmena zdola, DÚ, OĽANO-NOVA-KÚ-ZMENA ZDOLA",
1,Bratislavský kraj,104,Senec,108,Senec,507822,Blatné,3,Martin,Kubica,,46,pracovník rastlinnej výroby,Hlas - sociálna demokracia,
1,Bratislavský kraj,104,Senec,108,Senec,507822,Blatné,4,Katarína,Polakovičová,Mgr.,53,pedagogička,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507822,Blatné,5,Iveta,Šarmírová,,58,správna zamestnankyňa ZŠ,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,503681,Boldog,1,Peter,Múčka,Bc.,37,obchodný riaditeľ,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507865,Čataj,1,Miroslav,Jevoš,,41,elektrotechnický špecialista,Hlas - sociálna demokracia,
1,Bratislavský kraj,104,Senec,108,Senec,507865,Čataj,2,Marta,Tušová,,56,starostka obce,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507865,Čataj,3,Štefan,Wožniak,Ing.,56,hlavný štátny radca,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,545333,Dunajská Lužná,1,Ivan,Jurczazak,Bc.,31,podnikateľ,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,545333,Dunajská Lužná,2,Štefan,Jurčík,,63,starosta,Hlas - sociálna demokracia,
1,Bratislavský kraj,104,Senec,108,Senec,545333,Dunajská Lužná,3,Ján,Muráň,,40,podnikateľ,"SME RODINA, DOBRÁ VOĽBA a Umiernení",X
1,Bratislavský kraj,104,Senec,108,Senec,545333,Dunajská Lužná,4,Ernest,Németh,,50,podnikateľ,KDH,
1,Bratislavský kraj,104,Senec,108,Senec,545333,Dunajská Lužná,5,Vladimír,Píš,Ing.,42,referent investičnej výstavby,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,545333,Dunajská Lužná,6,Iveta,Ugrová,Bc.,44,odborná referentka,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507903,Hamuliakovo,1,Ludmila,Goldbergerová,"Ing., Dr.rer.nat.",52,starostka,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,503797,Hrubá Borša,1,Ján,Klačko,Mgr.,43,starosta obce,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,503797,Hrubá Borša,2,Jozef,Krupka,Mgr.,43,podnikateľ,SME RODINA,
1,Bratislavský kraj,104,Senec,108,Senec,503797,Hrubá Borša,3,Monika,Slováková,Mgr.,29,referentka v domove sociálnych služieb,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,503801,Hrubý Šúr,1,Adrián,Takács,Ing.,47,starosta obce,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,503819,Hurbanova Ves,1,Jana,Lauferová,Mgr.,39,starostka,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507911,Chorvátsky Grob,1,Katarína,Bálintová,Mgr.,43,"právnička, obecná poslankyňa, expertka na školstvo",NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507911,Chorvátsky Grob,2,Vladimíra,Vydrová,"JUDr., Mgr.",51,"starostka, právnička",STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,
1,Bratislavský kraj,104,Senec,108,Senec,555487,Igram,1,Peter,Holek,,51,chemik operátor,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507938,Ivanka pri Dunaji,1,Vladimír,Letenay,Ing.,60,starosta obce,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507938,Ivanka pri Dunaji,2,Michal,Lisický,,40,projektový manažér,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507938,Ivanka pri Dunaji,3,Darina,Mosná,,51,konateľka,ŽIVOT,
1,Bratislavský kraj,104,Senec,108,Senec,507938,Ivanka pri Dunaji,4,Igor,Rašla,Ing.,46,podnikateľ,SOM Slovensko,X
1,Bratislavský kraj,104,Senec,108,Senec,507938,Ivanka pri Dunaji,5,Ivan,Schreiner,Ing.,61,pedagóg,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507997,Kalinkovo,1,Jozef,Konrád,,62,starosta,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,507997,Kalinkovo,2,Miroslava,Mesárošová,Ing.,44,nezamestnaná,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,555495,Kaplna,1,Vladimír,Vittek,,58,starosta,KDH,
1,Bratislavský kraj,104,Senec,108,Senec,503851,Kostolná pri Dunaji,1,Igor,Šillo,Ing.,43,riaditeľ divízie,"SZÖVETSÉG - ALIANCIA, KDH",
1,Bratislavský kraj,104,Senec,108,Senec,503894,Kráľová pri Senci,1,Dušan,Šebok,JUDr.,52,starosta,Hlas - sociálna demokracia,
1,Bratislavský kraj,104,Senec,108,Senec,508071,Malinovo,1,Edit,Valacsai,Ing.,42,starostka obce,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508098,Miloslavov,1,Milan,Baďanský,,61,starosta,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508098,Miloslavov,2,Viera,Beňovičová,,57,živnostníčka,Demokrati Slovenska,
1,Bratislavský kraj,104,Senec,108,Senec,508098,Miloslavov,3,Andrea,Rusnáková,Ing.,47,špecialistka technickej normalizácie,NK/NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508110,Most pri Bratislave,1,Viliam,Čulman,,40,stavebný technik,NEKA,X
1,Bratislavský kraj,104,Senec,108,Senec,508110,Most pri Bratislave,2,Marek,Luciak,BSBA,48,ekonóm,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508110,Most pri Bratislave,3,Katarína,Rentková,"Mgr., PhD.",39,vysokoškolská pedagogička,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508136,Nová Dedinka,1,Zuzana,Árvová,,45,starostka obce,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,582549,Nový Svet,1,Anton,Bondra,Ing.,37,produktový manažér,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,582549,Nový Svet,2,Zuzana,Pavleová,,47,starostka,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,503983,Reca,1,Michal,Bačinský,,47,supervízor,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,503983,Reca,2,Zoltán,Metzner,"PaedDr., MBA.",44,starosta,SZÖVETSÉG - ALIANCIA,
1,Bratislavský kraj,104,Senec,108,Senec,503983,Reca,3,Pavol,Neszméry,,38,SZČO - SHR,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508209,Rovinka,1,Sandra,Benko,Bc.,33,ekonomická riaditeľka,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508209,Rovinka,2,Tomáš,Káčer,Ing.,36,prednosta obecného úradu,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508209,Rovinka,3,Peter,Komínek,Ing.,35,manažér,"NOVA, OKS, Zmena zdola, DÚ, OĽANO-NOVA-KÚ-ZMENA ZDOLA",
1,Bratislavský kraj,104,Senec,108,Senec,508209,Rovinka,4,Milan,Kubeš,,52,inštruktor,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508209,Rovinka,5,Igor,Senčák,Ing.,55,podnikateľ,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508209,Rovinka,6,Marcela,Tabačeková,Ing.,43,manažérka pre zahraničný obchod,"SPOLU, DS, ODS - Občianski demokrati Slovenska, ŠANCA",
1,Bratislavský kraj,104,Senec,108,Senec,508209,Rovinka,7,František,Zajíček,,44,živnostník,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508217,Senec,1,Dušan,Badinský,Ing.,54,primátor mesta,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508217,Senec,2,Peter,Kmeť,,51,"manažér, majiteľ bezobalového obchodu",Progresívne Slovensko,
1,Bratislavský kraj,104,Senec,108,Senec,508217,Senec,3,Pavol,Kvál,Ing.,39,stavebný inžinier,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508217,Senec,4,Andrea,Palcová,Ing.,41,"konateľka, štatutárka",NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508276,Tomášov,1,Jozef,Lipka,,53,vodič sanitky záchrannej zdravotnej služby,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508276,Tomášov,2,István,Pomichal,"Ing., PhD.",57,starosta,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508276,Tomášov,3,Dávid,Slovák,Ing.,33,inžinier vývoja a výskumu v automobilovom priemysle,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508284,Tureň,1,Dominik,Cisár,,38,podnikateľ,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508284,Tureň,2,Štefan,Čermák,,57,starosta,SZÖVETSÉG - ALIANCIA,
1,Bratislavský kraj,104,Senec,108,Senec,508284,Tureň,3,Gabriela,Vokaliková,Bc.,46,administratívna zamestnankyňa,"SME RODINA, KDH, ZA ĽUDÍ, DOBRÁ VOĽBA a Umiernení",
1,Bratislavský kraj,104,Senec,108,Senec,508292,Veľký Biel,1,Peter,Fülöp,"Ing., PhD.",38,ekonóm,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508292,Veľký Biel,2,Pavol,Jaroščák,,41,manažér,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508292,Veľký Biel,3,Peter,Valachovič,,47,manager,"SPOLU, ODS - Občianski demokrati Slovenska, DS, ŠANCA, SaS",
1,Bratislavský kraj,104,Senec,108,Senec,508292,Veľký Biel,4,Jozef,Volnár,,69,SHR,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,508331,Vlky,1,Baltazár,Fejes,,65,starosta obce,SZÖVETSÉG - ALIANCIA,
1,Bratislavský kraj,104,Senec,108,Senec,555509,Zálesie,1,Martina,Dobrovodská,Bc.,46,úverová špecialistka,NEKA,
1,Bratislavský kraj,104,Senec,108,Senec,555509,Zálesie,2,Viliam,Páleník,"RNDr., PhD.",65,samostatný vedecký pracovník,"SaS, Progresívne Slovensko",X
1,Bratislavský kraj,104,Senec,108,Senec,555509,Zálesie,3,Marián,Perger,Ing.,57,starosta obce,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501441,Báč,1,Ildikó,Duduczová,,55,príslušníčka finančnej správy,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501441,Báč,2,Helena,Vonyiková,Mgr.,66,starostka,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501450,Baka,1,Juraj,Bertalan,Ing.,44,starosta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501450,Baka,2,Juraj,Csomor,,57,podnikateľ-elektrotechnik,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501468,Baloň,1,Gábor,Németh,,32,skladník,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501468,Baloň,2,Kristián,Tovaryš,JUDr.,40,štátny zamestnanec,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501468,Baloň,3,Zsolt,Wunderlich,,50,štátny zamestnanec,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555517,Bellova Ves,1,Mária,Jankovičová,"Ing., MBA",45,starostka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555517,Bellova Ves,2,Peter,Markusek,,47,rušňovodič,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555517,Bellova Ves,3,Katarína,Pagáčová,Ing.,47,stavebná inžinierka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501484,Blahová,1,Alfréd,Kuczman,Mgr.,58,starosta obce,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501492,Blatná na Ostrove,1,Soňa,Csibová,,54,matrikárka,Hlas - sociálna demokracia,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501492,Blatná na Ostrove,2,Terézia,Földváry,Mgr.,54,starostka,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,503461,Bodíky,1,Tamás,Világi,,52,starosta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501506,Boheľov,1,Ferenc,Bögi,Mgr.,51,"informatik, obchodný zástupca",SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501506,Boheľov,2,Monika,Kosár,Bc.,33,ekonómka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501506,Boheľov,3,Hajnalka,Kossárová,,46,cukrárka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501506,Boheľov,4,Roland,Végh,Bc.,49,mechanizátor,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501514,Čakany,1,Lívia,Bugárová,,53,starostka obce,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,580554,Čenkovce,1,Jozef,Karika,Ing.,52,starosta obce,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,580554,Čenkovce,2,Mária,Szegfűová,"Bc., PhDr.",51,"sociálna pracovníčka, lektorka, účtovníčka, študentka práva, doktorandka",NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501531,Čiližská Radvaň,1,Erzsébet,Janík,,60,starostka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501549,Dobrohošť,1,Jozef,Boráros,,58,starosta,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501549,Dobrohošť,2,Anikó,Juhosová,,56,matrikárka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501549,Dobrohošť,3,Kristián,Kiss,,38,manažér,SMER - SD,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501557,Dolný Bar,1,Oskár,Bereczk,Ing.,66,starosta,"Hlas - sociálna demokracia, SMER - SD, SZÖVETSÉG - ALIANCIA",
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501557,Dolný Bar,2,Peter,Cseh,,39,poradca,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501611,Dolný Štál,1,Tomáš,Horváth,,42,starosta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501433,Dunajská Streda,1,Zoltán,Hájos,JUDr.,55,primátor,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501433,Dunajská Streda,2,Roland,Hakszer,,50,"poslanec mestského zastupiteľstva, viceprezident národného športového zväzu",NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501433,Dunajská Streda,3,Zoltán,Horváth,MUDr.,59,lekár,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501433,Dunajská Streda,4,Tibor,Iró,Ing.,56,"riaditeľ úradu práce, sociálnych vecí a rodiny",SME RODINA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501433,Dunajská Streda,5,Tomáš,Stredl,Bc.,42,ochranár prírody,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501433,Dunajská Streda,6,Erika,Szelle,Ing.,53,stavebná inžinierka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555541,Dunajský Klátov,1,Mária,Csibová,Mgr.,49,starostka obce,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501573,Gabčíkovo,1,Nikolas,Dömény,"Ing.,",43,podnikateľ,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501573,Gabčíkovo,2,Iván,Fenes,PhDr.,55,primátor mesta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501573,Gabčíkovo,3,Zoltán,Jakus,,37,podnikateľ,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501581,Holice,1,Ľudovít,Iván,Ing.,56,starosta,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501581,Holice,2,Zoltán,Zirig,Ing.,56,podnikateľ,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501590,Horná Potôň,1,Marián,Jargaš,Ing.,43,krízový manažér,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501590,Horná Potôň,2,Silvia,Pápay,Mgr.,47,pedagogička,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501590,Horná Potôň,3,Peter,Prokopovič,Ing.,42,projektový manažér,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501590,Horná Potôň,4,Tivadar,Sidó,Bc.,59,starosta,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555568,Horné Mýto,1,Ernest,Almási,,32,administratívny pracovník,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555568,Horné Mýto,2,Štefan,Anda,,49,podnikateľ,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555568,Horné Mýto,3,Vojtech,Bugár,,58,elektromechanik,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555568,Horné Mýto,4,Pavol,Dosztig,,38,nastavovač CNC strojov,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555568,Horné Mýto,5,Arpád,Fejes,Mgr.,49,podnikateľ,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555568,Horné Mýto,6,Eugen,Milinszky,PhDr.,46,sociálnoprávna ochrana detí a sociálnej kurately,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501603,Horný Bar,1,Štefan,Bodó,,61,starosta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501620,Hubice,1,Jozef,Hanic,,58,vedúci oddelenia objektov údržby a prevádzky objektov,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501620,Hubice,2,Mária,Horváthová,,52,starostka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501638,Hviezdoslavov,1,Jana,Krajmer,,54,ekonómka,Hlas - sociálna demokracia,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501638,Hviezdoslavov,2,Marek,Lackovič,MBA,33,starosta,"Progresívne Slovensko, SaS",
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501638,Hviezdoslavov,3,Dušan,Slovák,,39,pracovník skladu,Demokrati Slovenska,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501654,Jahodná,1,Jarmila,Ribánszký,Ing.,57,starostka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501654,Jahodná,2,Robert,Tánczos,Ing.,47,riaditeľ vnútornej kontroly,"SaS, Magyar Fórum - Maďarské fórum",
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501662,Janíky,1,Lajos,Berner,,59,starosta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501662,Janíky,2,Blažej,Klúcsik,"Ing.,Bc.",39,manažér,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501662,Janíky,3,Tomáš,Razgyel,"Mgr.,",29,referent zahr.obchodu,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501671,Jurová,1,Gabriel,Fekete,,33,starosta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501671,Jurová,2,Juraj,Morvay,Ing.,54,"ekonóm, podnikateľ",NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501689,Kľúčovec,1,Csaba,Bognár,,56,starosta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501689,Kľúčovec,2,Tibor,Both,,59,majster,Socialisti.sk,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501697,Kostolné Kračany,1,Peter,Mórocz,Ing.,39,projektový manažér,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501701,Kráľovičove Kračany,1,Zoltán,Wurczell,,60,starosta obce,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501719,Kútniky,1,František,Bokros,JUDr.,60,starosta obce,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501719,Kútniky,2,Simona,Dvořáková,Mgr.,43,právnička,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501719,Kútniky,3,Norbert,Valkai,Ing.,49,produktový manažér,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501727,Kvetoslavov,1,Katarína,Bitarovská,Mgr.,44,štátna zamestnankyňa,ŽIVOT,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501727,Kvetoslavov,2,Soňa,Franková,Ing.,43,štátna radkyňa,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501727,Kvetoslavov,3,Zoltán,Sojka,,60,starosta,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,580597,Kyselica,1,Erika,Orosz Ágošton,,46,starostka,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,580597,Kyselica,2,Michal,Paško,Ing.,39,"vedúci odboru výstavby,územného plánovania, dopravy a životného prostredia",NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,580597,Kyselica,3,Július,Szelle,,30,vedúci predajne,"Hlas - sociálna demokracia, SMER - SD",
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501735,Lehnice,1,František,Szitási,"JUDr., Ing.",55,starosta,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501743,Lúč na Ostrove,1,Priska,Ábrahámová,,55,zdravotná sestra,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501743,Lúč na Ostrove,2,Ladislav,Kiss,Mgr.,54,starosta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555606,Macov,1,Ľubomír,Baka,Mgr.,38,manažér kvality,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555606,Macov,2,Monika,Fehérová,,36,referentka obecného úradu,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555606,Macov,3,Jaroslav,Král,,44,mechanizátor,ODS - Občianski demokrati Slovenska,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555606,Macov,4,Peter,Lelkes,,41,živnostník,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555649,Mad,1,Gabriel,László,"Mgr., MBA",52,starosta,"Hlas - sociálna demokracia, SMER - SD, SZÖVETSÉG - ALIANCIA",
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555665,Malé Dvorníky,1,Dávid,Kaščák,"JUDr., PhD.",31,hlavný štátny radca,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555665,Malé Dvorníky,2,Erika,Mancalová,,55,riaditeľka pobočky banky,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555665,Malé Dvorníky,3,Ladislav,Pálffy,,64,poverený zástupca starostu,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,555665,Malé Dvorníky,4,Marcela,Szabóová,Mgr.,49,obchodná a technická poradkyňa,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501760,Medveďov,1,Ladislav,Kulacs,Ing.,56,starosta,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501778,Mierovo,1,Andrea,Farkaš,Mgr.,37,administratívna pracovníčka,NEKA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501778,Mierovo,2,Katarína,Janikovicsová,,48,starostka,SZÖVETSÉG - ALIANCIA,
2,Trnavský kraj,201,Dunajská Streda,201,Dunajská Streda,501786,Michal na Ostrove,1,Július,Borbély,Mgr.,50,starosta,NEKA,
